gname,nkill
Free Balochistan Army (FBA),0.0
Free Democratic People's Government of Laos,0.0
Free Fatherland Youth Guerrilla Army,0.0
Islamic Salvation Front (Palestine),0.0
Free Joseon,0.0
Islamic Revolutionary Command,0.0
Major Muhammad Zuhnyn Group,0.0
Communist Progress,0.0
Pro-Aristade,0.0
Party for Democracy anti-nuclear-test protesters,0.0
Organization of the Sons of Occupied Territories,0.0
Organization of Metropolitan Proletariat and Oppressed Peoples,0.0
Organization of Avenging Palestinian Youth,0.0
Organization of Arab Fedayeen Cells,0.0
Organization of Anti-Fascist Students,0.0
Black War,0.0
Organization for the Liberation of France from Jewish Occupation,0.0
Organization for the Defense of Detainees Rights,0.0
Organization for Zionist Retribution,0.0
Organization for Revolutionary Self Defense,0.0
Organization for Purging the Majlis (Parliament),0.0
Organization Alliance of Cuban Intransigence,0.0
Organization 544,0.0
Black Wednesday,0.0
Black and Red Anarchist and Anti-Authoritarians Initiative (Greece),0.0
Orde Boerevoik,0.0
Orange Volunteers (OV),0.0
Orakzai Freedom Movement,0.0
Opposition Jatiya Samajtantrik Del Party,0.0
Boer Republikeinse Leer,0.0
Opponents of Regime,0.0
Opossition 48 hour general strikers,0.0
Operations of Martyr Ali Mansour,0.0
Boer Sentries,0.0
Boere Aanvals Troepe (BAT),0.0
Bolivarian Army of Liberation,0.0
Omar Torrijos Commando for Latin American Dignity,0.0
Omar Mukhtar Militia,0.0
Omar Bin Khattab Group,0.0
Organized Comrades for Feminist Counter-Power,0.0
Black Star,0.0
Organized Proletarian Communists,0.0
Palestinian Forces,0.0
Partisan Sharpshooters,0.0
Black Brigade (United States),0.0
Panthic Committee,0.0
Panama Defense Force,0.0
Pan-Turkish Organization,0.0
Black Cells,0.0
Palestinian/Lebanese nationalists,0.0
Palestinian support group,0.0
Palestinian Students,0.0
Palestinian Revolution Forces,0.0
Palestinian Liberation Command,0.0
Black Eagles,0.0
Black Forest Command,0.0
Black Friday,0.0
Black Revolutionary Assault Team,0.0
Black Hawks (Anti-Wahhabists),0.0
Black Hebrew Israelites,0.0
Black Liberation Force,0.0
Black Liberation Front,0.0
Black Mambas,0.0
Black March,0.0
Pagan Sect of the Mountain,0.0
Pacifist and Ecologist Committee,0.0
Pacific Popular Front,0.0
PORE,0.0
P.R.E.,0.0
Overall Deniers of Joining the Existing,0.0
Black Masked Winners (BMW),0.0
Omar Abdel Rahman Brigade,0.0
Okinawa Liberation League,0.0
Bolivian Luminous Path,0.0
Nicaraguan  Revolutionary Armed Force,0.0
Brazilian Democratic Mobilization Party (PMBD),0.0
Niger Delta People's Volunteer Force (NDPVF),0.0
Niger Delta Liberation Force (NDLF)-Nigeria,0.0
Niger Delta Justice Defense Group (NDJDG),0.0
Niger Delta Greenland Justice Mandate (NDGJM),0.0
Niger Delta Freedom Fighters (NDDF),0.0
Niger Delta Forest Army (NDFA),0.0
Breton Separatists,0.0
Nicaraguans protesting their government,0.0
Breton Terrorist,0.0
Nicaraguan Patriotic Alliance (APN),0.0
Brigadas Rojas,0.0
Nicaraguan Democratic Anti-Communist Movement,0.0
Brigade of al-Mukhtar al-Thaqafi,0.0
Nihilistic Patrol and Neighborhood Arsonists,0.0
New caledonian independence supporters,0.0
New Revolutionary Popular Struggle (NELA),0.0
New Revolutionary Alternative (NRA),0.0
Brigades of Imprisoned Sheikh Omar Abdel-Rahman,0.0
New Partisans Movement,0.0
New Order- France,0.0
Broad Commando of National Liberation,0.0
New Jewish Defense League,0.0
New Indigenous Army,0.0
Broad Front,0.0
Brother Julian,0.0
Bru Democratic Front of Mizoram (BDFM),0.0
Bru National Liberation Front (BNLF),0.0
Brazilian Anti-Communist Alliance (AAB),0.0
Nihilists Faction,0.0
Bolivian Socialist Falange,0.0
Nuclear Liberation Front,0.0
Odessa Underground,0.0
October-80,0.0
October Third Movement,0.0
October 11 Group,0.0
OPR-33,0.0
OAS-MRP,0.0
Borana bandits,0.0
Borderless Solidarity Cell (BSC),0.0
Boricua Revolutionary Front,0.0
Bosnian Croats,0.0
Nucleus of the Armed Struggle,0.0
Nucleus of Fighting Communists,0.0
Nuclei Communist Combattants,0.0
November 21 Organization,0.0
Nikhil Bharat Bangali Udbastu Samannay Samiti (NBBUSS),0.0
November 19 Anarchist Faction,0.0
Bosnian Serbs,0.0
November 10 (Bolivia),0.0
Northern Terror Front,0.0
Northern Epirus Liberation Front (MAVI),0.0
Northern Diriangen Front (FND),0.0
Bosnian refugee,0.0
Nordisk Rikspartiet (Nordic National Party),0.0
Nordic Resistance Movement,0.0
Nomadic AFARS,0.0
No Borders Group,0.0
Ninth of June Organization,0.0
Ningo Tribe,0.0
Party Unity,0.0
Biswabhumi Sena Bishal Nepal,0.0
Budget for the Popular Prep or Death,0.0
Pataxo Indians,0.0
Popular Militia (Chile),0.0
Popular Liberation Resistance Force,0.0
Popular Liberation Front Urban Commando,0.0
Popular Liberation Army (Puerto Rico),0.0
Bahoz,0.0
Popular Front of India,0.0
Baloch Militant Defense Army,0.0
Baloch National Liberation Front,0.0
Bande des Rats (the rat pack) Ukranian Group,0.0
Popular Democratic Movement (MPD),0.0
Bangalee Somo Odhikar Andolon,0.0
Poor People's Party,0.0
Politico-Military Revolutionary Command,0.0
Political Military Organization of Paraguay,0.0
Bangladesh National Socialist Party,0.0
Bangladesh Road Transport Workers Federation,0.0
Polish Revolutionary Home Army,0.0
Polish,0.0
Policarpa Salauarpieta (Women's Command),0.0
Bangsamoro National Liberation Army,0.0
Plowshares,0.0
Bani Hilal Tribe,0.0
Phineas Priesthood,0.0
Phillipine Moslems,0.0
Bani Jaber tribe,0.0
Peykar,0.0
Pessach Group,0.0
Bani Nawaf tribe,0.0
Peruvian Anti-Communist Alliance (AAP),0.0
Baby Liberation Army,0.0
Baba Ladla Gang,0.0
Bab Tajura Brigade,0.0
Avengers of the Infants,0.0
Autonomy (Greece),0.0
Prisoner's Action Force,0.0
Prisoner  Gourgen Yanikian Group,0.0
Autonomy (Italy),0.0
Autonomy Front,0.0
Pragatishil Tarai Mukti Morcha,0.0
Powers of the Revolutionary Arc,0.0
Poverty Brigade,0.0
Avenge the Arab Nation,0.0
Portuguese Liberation Army,0.0
Avengers of Peiper Group,0.0
Porattom,0.0
Popular Will (Greece),0.0
Popular Revolutionary Resistance Group,0.0
Popular Nationalist Insurgency Command of the Large Brazilian Integralist Family,0.0
Popular Revolutionary Movement (Italy),0.0
Popular Revolutionary Movement (Colombia),0.0
Popular Revolutionary Commandos,0.0
Awliya al-Dam,0.0
Popular Revolutionary Action,0.0
Popular Resistance Sabotage Group,0.0
Azadejan (Liberation),0.0
Popular Resistance Committees in Daraa,0.0
Azerbaijan Weapons Smugglers,0.0
BAY Bombers,0.0
BZers,0.0
Popular Resistance (Laiki Antistasi),0.0
Popular Rage,0.0
Personnel of the National Information Center,0.0
Banner of Islam,0.0
Barak Valley Tiger Force (BVTF),0.0
Pattani United Liberation Organization-MKP (PULO-MKP),0.0
Beirut Martyrs Forces Organization,0.0
People's Armed Revolutionary Branch,0.0
People's Alliance,0.0
Belarusian Liberation Army,0.0
Gugama Youth Federation,0.0
Pemuda Pancasila,0.0
Pedro Leon Arboleda (PLA),0.0
Pedro Albizu Campos Revolutionary Forces,0.0
Peasant Squatters,0.0
Bengali Sangram Mukti Bahini,0.0
Peaceful Resistance Group of Mataquescuintla,0.0
Peace Conquerors,0.0
Paupa New Guinea Troops,0.0
Pattali Makkal Katchi (PMK),0.0
People's Command,0.0
Bharat Zinc Workers,0.0
Bhisan Himali Bag,0.0
Bhittani tribe,0.0
Patriotic Resistance Army (ERP),0.0
Patriotic Moroccan Front,0.0
Bin Zabyan Tribesmen,0.0
Patriotic Liberation Front (FPL),0.0
Patriotic Liberation Front,0.0
Patriotic Europeans against the Islamization of the West (PEGIDA),0.0
Patriotic Command San Jose,0.0
Patria y Libertad (Fatherland and Liberty),0.0
Pathan Tribal Group,0.0
Birsa Commando Force (BCF),0.0
People's Brigade For A Healthy Genetic Future,0.0
People's Democratic Army,0.0
Barq al-Nasser Brigade,0.0
Basque Refugee Support Group,0.0
People's United Democratic Movement (PUDEMO),0.0
Barzani Guerrillas,0.0
Base Movement,0.0
People's Sovereignty Party (PDR),0.0
People's Revolutionary Union,0.0
People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),0.0
Basic People's Congresses,0.0
People's Revolutionary Party (Tanzania),0.0
People's Revolutionary Party,0.0
Basque Justice,0.0
People's Revolutionary Militias (MRP),0.0
People's Revolutionary Command (CRP),0.0
Basque Rectitudes,0.0
People's Rebellion,0.0
People's Democratic Council of Karbi Longri (PDCK),0.0
Basque extremists,0.0
People's National Liberation Movement,0.0
People's Militia of Dagestan,0.0
People's Liberation Movement,0.0
Bastards & Blasphems,0.0
Bavarian Liberation Army,0.0
People's Liberation Force,0.0
People's Liberation Army (United States),0.0
People's Information Group,0.0
People's Guerrilla Movement,0.0
People's Fatherland Movement,0.0
People's Democratic Struggle Movement,0.0
Begumcans Cell,0.0
Buddhist Monks,0.0
Burmese Minority Group Pirates,0.0
Mali students,0.0
Comando Autónomo Voltaire Argandoña,0.0
Mlada Bosna,0.0
Commando Internacionalista Simon Bolivar,0.0
Mitiga Militia,0.0
Misurata Rebels,0.0
Commandos Against Self Destruction of the Universe,0.0
Commandos for the Defense of Western Civilization,0.0
Commandos of France,0.0
Committee for Direct Action Against War,0.0
Misanthropic Division,0.0
Committee for the Defense of Italian Workers in France,0.0
Minorities of Metropolitan Attacks,0.0
Miners,0.0
Military Liberation Front of Colombia,0.0
Committee for the Safeguard of the Islamic Revolution,0.0
Military Council for the True Liberation of Albania,0.0
Committee of action against bull fights,0.0
Militarized Communist Party of Peru (MPCP),0.0
Militants of the National Action Party,0.0
Commune 1,0.0
Militant Zionist Resistance Movement,0.0
Militant Welsh,0.0
Communist Anti-Imperialistic Revolutionaries,0.0
Communist Anti-Nuclear Front,0.0
Communist Armed Nucleus,0.0
Militant Moslem Pilgrims,0.0
Militant Minority (Greece),0.0
Militant Forces Against Huntingdon,0.0
Militant Cells,0.0
Militant Argentine Patriots,0.0
Mob,0.0
Mog Liberation Party,0.0
Commando Adolph Hitler,0.0
Combatant Communist Front,0.0
Movement for the Supremacy of Reason,0.0
Comando Independiente Revolucionario,0.0
Movement for the Restoration of the Independence of Southern Cameroons,0.0
Movement for the Protection of Jerusalem,0.0
Comando Malvinas Argentinas,0.0
Comando Vermelho (Red Command),0.0
Combat 18,0.0
Movement for Dignity and Soverignty,0.0
Movement for Democratic Change (MDC),0.0
Combat Nucleus of Communist Unity,0.0
Movement for Democracy and Development (MDD),0.0
Mousa Ismail sub-clan,0.0
Combat Territory Groups,0.0
Moslem Paramilitary Group,0.0
Moles,0.0
Combatant Nucleus for Communism,0.0
Combatent Communists,0.0
Comite Argentino de Lucha Anti-Imperialisto,0.0
Comite d'Action Viticole,0.0
Mormon Extremist,0.0
Comite de Liberation et de Detournements d'Ordinateurs (Committee for the liberation and hijacking of computers),0.0
Moran Tiger Force (MTF),0.0
Montoneros Patria Libre,0.0
Command for National Sovereignty,0.0
Commander Gonzalo Southern Group,0.0
Mon Insurgents,0.0
Commando 15th October,0.0
Commando 27 September,0.0
Milicias Rodriguistas,0.0
Mikhail Kaltezas Anarchist Organization,0.0
Miguel d'Escoto Brockman Community Movement,0.0
Mariscal Lopez Army (EML),0.0
Martyrs of Tell Al-Zaltar,0.0
Martyrs of Saad Sayel,0.0
Martyrs of La Talanguera,0.0
Martyrs of Baalbek,0.0
Martyrs Halim Group,0.0
Martyr al-Nimr Battalion,0.0
Martyr Sami al-Ghul Brigades,0.0
Martyr Riyad Taha Group,0.0
Martyr Karim Daraam Brigade,0.0
Communist Group of Proletarian Internationalism,0.0
Communist Guerilla Nuclei,0.0
Martyr Ahmad Alishuay B Group,0.0
Communist Hunters Command (CCC),0.0
Mariano Moreno National Liberation Commando,0.0
Maruseido (Marxist Youth League),0.0
Marhan Clan,0.0
Mapuche Lavkenche Resistance (RML),0.0
Mapuche Ancestral Resistance (RAM),0.0
Maori,0.0
Communist Nuclei of Counter Power,0.0
Maoist Communist Party of Manipur,0.0
Maoist Communist Party (MKP),0.0
Communist Party of Malaysia- Marxist-Leninist,0.0
Communist Party of Nepal (People's War Group),0.0
Manuel Gonzales Patriotic Front,0.0
Manuel Ascencio Padilla Group,0.0
Mano Blanca,0.0
Communist Patrols for Counter Power,0.0
Martyrs revenge organization,0.0
Marwan Al-Qawasimi and Amir Abu-Ayshah Group,0.0
Mexican Students,0.0
May 98,0.0
Mexican Revolutionary Movement,0.0
Mesopotamian Army (MEZOR),0.0
Communist Attack Brigades,0.0
Mercenaries,0.0
Communist Attack Units,0.0
Meinhof-Puig-Antich Group,0.0
Meibion Glyndwr,0.0
Medfaiyah Wal-Sewarigh Brigade,0.0
Communist Brigade Dante Dimani,0.0
Communist Brigades,0.0
Mazari Tribesmen,0.0
Communist Combat Unit,0.0
Mayhem Squads,0.0
May 36,0.0
Marxist Peoples Fedayeen of Iran,0.0
Communist Fighters Association,0.0
May 15,0.0
Communist Fighters Group,0.0
Communist Fighting Corunim- Maria Anna Maria,0.0
Communist Fighting Detachments,0.0
Mateo Morral Insurrectionist Commandos,0.0
Communist Fighting Front,0.0
Massive escape,0.0
Communist Fighting Nuclei,0.0
"Masada, Action and Defense Movement",0.0
Marxist-Leninist Communist Party (Turkey-MLKP),0.0
Communist Front for Counterpower,0.0
Marxist Resistance Movement,0.0
Comando Bautista B,0.0
Column 88,0.0
Nazi Boerestat Party,0.0
Movement of the Revolutionary Left (MIR) (Bolivia),0.0
Catalan independence group,0.0
National Liberation Front of Provence (FLNP),0.0
National Liberation Front of Chad,0.0
Catalonian Resistance,0.0
National Liberation Front (Ecuador),0.0
National Liberation Force of Bengalis (Bangali Janamukti Bahini),0.0
Catholic extremists,0.0
Cell for Internationalism,0.0
Cells for Solidarity Against Authority,0.0
National Liberation Army (Nepal),0.0
Cells of Direct Attack - Living Waste Group,0.0
National Liberation Army (El Salvador),0.0
National Liberation Army (Ecuador),0.0
National Liberation Alliance of Sa Kaeo,0.0
Cellula Haris Hatzimihelakis/Internazionale nera,0.0
National Integration Front (FIN),0.0
National Independent Committee for Political Prisoners and Persecuted and Missing Persons,0.0
Census Opponents,0.0
National Front for the Revolution in Burundi (FRONABU-Tabara),0.0
Central American Movement of Solidarity (MOSCA),0.0
National Front Security Service,0.0
National Front Against Tigers (NFAT),0.0
National Front (Greece),0.0
National Development Party (NDP),0.0
Central University students,0.0
National Democratic Front of Liberia,0.0
Chakma tribal group,0.0
National Democratic Alliance of Sudan,0.0
Chama Pueblo en Rebelion,0.0
National Liberation People's Front (FPLN),0.0
National Liberation Union,0.0
Catalan Militia,0.0
National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),0.0
Nazhdak Radical Public Organization,0.0
Nawasi Brigade,0.0
Natsionalnyi Druzhiny,0.0
Nationalist Patriotic Alliance (APN),0.0
Nationalist Intervention Group,0.0
CCCCC,0.0
National Youth Service of Zimbabwe,0.0
National Youth Resistance Organization,0.0
National United Front of Democracy Against Dictatorship (UDD),0.0
"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)",0.0
CSS Movement,0.0
National Thowheeth Jama'ath,0.0
National Socialist Liberation Front,0.0
Canary Islands Independence Movement,0.0
National Movement of Soldiers in Shirts,0.0
Cannibal Army,0.0
National Revolutionary Front of Manipur (NRFM),0.0
Carlos Echeverria commando group,0.0
National Revolutionary Command (Umar al-Mukhtar),0.0
National Revolution,0.0
Carribbean Revolutionary Independence Army,0.0
National Republican Movement for Democracy and Development (MRND),0.0
CasaPound,0.0
National Renewal Party,0.0
National Redemption Front,0.0
National People's Party (Rashtriya Janata Dal - RJD),0.0
National People's Party (India),0.0
National People's Movement Coordination Committee,0.0
Chaotic Harmony,0.0
National Defense Youth Corps,0.0
Charles Martel Group,0.0
Civil Servants and Unionists,0.0
Christian Group for the Respect for Life,0.0
Christian Liberation Army,0.0
Christian Palestinian group,0.0
Muslim Commando (Iraqi revolutionary brothers),0.0
Christian State-Holy Rus,0.0
Musa Sudi Yalahow Militia,0.0
Chukakuha Revolutionary Army,0.0
Munadil al-Jumalyi Brigade,0.0
Citizens for Constitutional Freedom,0.0
Mullah Dadullah Front,0.0
Civic United Front (CUF),0.0
Mujahidin Ambon,0.0
Civil Cooperation Bureau,0.0
Mujahedin Kompak,0.0
Chonson Univ. students,0.0
Civilian Joint Task Force (JTF),0.0
Clandestini Corsi,0.0
Mujahedeen Brigades,0.0
Coalition for Unity and Democracy (CUD),0.0
Muhammed Shuqayr Group,0.0
Coalition of National Brigades,0.0
Coalition to Save the Preserves (CSP),0.0
Colombian Patriotic Resistance,0.0
Mozambican Rebels,0.0
Movimiento Revolucionario Alfarista (MRA) - Comuneros Montanas del Ecuador,0.0
Movement of the youth in Tripoli,0.0
Movement of the Revolutionary Left (MIR) (Venezuela),0.0
Colombians,0.0
Christ Chaos,0.0
Chondaehyop (Radical Student Coalition),0.0
Charlot Jacquelin Militant Front,0.0
Najib Watan Party Faction,0.0
Chavistas,0.0
National Corps,0.0
National Congress for the Defense of the People (CNDP),0.0
Che Guevara Brigade,0.0
National Committee Against Independence (CNCI),0.0
National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB),0.0
National Anti-Corruption Front (FNA),0.0
Che Guevara Guerrillas,0.0
National Accord Movement,0.0
Nara Red Army,0.0
Nandi Tribe,0.0
Namchong-Nyon Students,0.0
Nalut Group,0.0
Chicano Radicals,0.0
Chinese Pirates,0.0
Nahzat e Eslami,0.0
Naga Students Federation,0.0
Naga People's Council (NPC),0.0
Children of November,0.0
Chilean Committee of Support for the Peruvian Revolution,0.0
Chin National Army,0.0
Mutassim Billah Gaddafi Battalion,0.0
Mutahida Majlis-e-Amal,0.0
Mustafa al-Hujairi Group,0.0
Mustafa Aktas Fighting Unit,0.0
Chinese Illegal Immigrant,0.0
Muslim United Liberation Tigers of Assam (MULTA),0.0
Muslim United Army (MUA),0.0
leftist guerrillas-Bolivarian militia,0.0
